Datum;Bundesland;Altersgruppe;7T_Hospitalisierung_Faelle;7T_Hospitalisierung_Inzidenz
2023-06-23;Nordrhein-Westfalen;80+;44;3.44
2023-06-22;Bundesgebiet;15-34;22;0.12
2023-06-22;Bundesgebiet;60-79;211;1.13
2023-06-22;Bundesgebiet;80+;221;3.62
2023-06-22;Nordrhein-Westfalen;00-04;3;0.34
2023-06-22;Nordrhein-Westfalen;00+;115;0.63
2023-06-22;Nordrhein-Westfalen;15-34;3;0.07
2023-06-22;Nordrhein-Westfalen;35-59;12;0.2
2023-06-22;Nordrhein-Westfalen;60-79;43;1.09
2023-06-21;Bundesgebiet;05-14;5;0.06
2023-06-21;Bundesgebiet;15-34;24;0.13
2023-06-21;Bundesgebiet;60-79;210;1.12
2023-06-21;Bundesgebiet;80+;229;3.75
2023-06-21;Nordrhein-Westfalen;00+;110;0.61
2023-06-20;Bundesgebiet;00-04;10;0.25
2023-06-20;Bundesgebiet;05-14;5;0.06
2023-06-20;Bundesgebiet;15-34;25;0.13
2023-06-20;Bundesgebiet;60-79;238;1.27
2023-06-20;Nordrhein-Westfalen;80+;55;4.3
2023-06-19;Bundesgebiet;15-34;20;0.1
2023-06-19;Nordrhein-Westfalen;35-59;26;0.43
2023-06-18;Bundesgebiet;00-04;13;0.33
2023-06-18;Bundesgebiet;05-14;5;0.06
2023-06-18;Bundesgebiet;60-79;261;1.39
2023-06-18;Nordrhein-Westfalen;00+;157;0.87
2023-06-18;Nordrhein-Westfalen;80+;63;4.93
2023-06-17;Bundesgebiet;60-79;266;1.42
2023-06-17;Nordrhein-Westfalen;00-04;1;0.11
2023-06-17;Nordrhein-Westfalen;05-14;1;0.06
2023-06-17;Nordrhein-Westfalen;60-79;61;1.54
2023-06-16;Bundesgebiet;00-04;15;0.38
2023-06-16;Bundesgebiet;05-14;5;0.06
2023-06-16;Bundesgebiet;15-34;24;0.13
2023-06-16;Nordrhein-Westfalen;00-04;2;0.23
2023-06-16;Nordrhein-Westfalen;00+;179;0.99
2023-06-16;Nordrhein-Westfalen;15-34;9;0.21
2023-06-16;Nordrhein-Westfalen;80+;69;5.4
2023-06-15;Bundesgebiet;00+;682;0.81
2023-06-15;Bundesgebiet;60-79;250;1.33
2023-06-15;Nordrhein-Westfalen;05-14;0;0.0
2023-06-15;Nordrhein-Westfalen;35-59;29;0.48
2023-06-14;Bundesgebiet;00-04;15;0.38
2023-06-14;Bundesgebiet;60-79;271;1.45
2023-06-14;Nordrhein-Westfalen;15-34;10;0.24
2023-06-13;Bundesgebiet;00-04;17;0.43
2023-06-13;Bundesgebiet;00+;734;0.87
2023-06-13;Bundesgebiet;60-79;273;1.46
2023-06-13;Nordrhein-Westfalen;00-04;2;0.23
2023-06-13;Nordrhein-Westfalen;05-14;0;0.0
2023-06-12;Bundesgebiet;00-04;17;0.43
2023-06-12;Bundesgebiet;15-34;28;0.15
2023-06-12;Nordrhein-Westfalen;00+;163;0.9
2023-06-12;Nordrhein-Westfalen;35-59;23;0.38
2023-06-12;Nordrhein-Westfalen;80+;58;4.54
2023-06-11;Bundesgebiet;05-14;7;0.09
2023-06-11;Nordrhein-Westfalen;15-34;6;0.14
2023-06-11;Nordrhein-Westfalen;60-79;72;1.82
2023-06-10;Nordrhein-Westfalen;15-34;5;0.12
2023-06-10;Nordrhein-Westfalen;35-59;20;0.33
2023-06-10;Nordrhein-Westfalen;60-79;73;1.85
2023-06-09;Bundesgebiet;05-14;9;0.11
2023-06-09;Bundesgebiet;80+;337;5.51
2023-06-09;Nordrhein-Westfalen;00+;153;0.84
2023-06-09;Nordrhein-Westfalen;80+;63;4.93
2023-06-08;Bundesgebiet;00+;861;1.02
2023-06-08;Nordrhein-Westfalen;35-59;24;0.39
2023-06-08;Nordrhein-Westfalen;60-79;79;2.0
2023-06-07;Bundesgebiet;00+;918;1.09
2023-06-07;Bundesgebiet;80+;396;6.48
2023-06-07;Nordrhein-Westfalen;00-04;7;0.8
2023-06-07;Nordrhein-Westfalen;05-14;2;0.12
2023-06-07;Nordrhein-Westfalen;15-34;4;0.09
2023-06-06;Bundesgebiet;00+;1122;1.33
2023-06-06;Bundesgebiet;05-14;7;0.09
2023-06-06;Bundesgebiet;35-59;109;0.38
2023-06-06;Bundesgebiet;60-79;446;2.38
2023-06-06;Nordrhein-Westfalen;15-34;6;0.14
2023-06-06;Nordrhein-Westfalen;80+;98;7.67
2023-06-05;Bundesgebiet;15-34;36;0.19
2023-06-05;Bundesgebiet;35-59;88;0.31
2023-06-05;Nordrhein-Westfalen;15-34;6;0.14
2023-06-05;Nordrhein-Westfalen;60-79;68;1.72
2023-06-04;Bundesgebiet;00+;878;1.04
2021-06-20;Nordrhein-Westfalen;00+;135;0.74
2021-06-20;Nordrhein-Westfalen;15-34;27;0.64
2021-06-20;Nordrhein-Westfalen;35-59;40;0.66
2021-06-20;Nordrhein-Westfalen;60-79;41;1.04
2021-06-19;Bundesgebiet;35-59;205;0.72
2021-06-19;Nordrhein-Westfalen;05-14;2;0.12
2021-06-18;Bundesgebiet;00-04;14;0.35
2021-06-18;Bundesgebiet;35-59;210;0.74
2021-06-18;Nordrhein-Westfalen;00-04;6;0.68
2021-06-18;Nordrhein-Westfalen;35-59;42;0.69
2021-06-17;Bundesgebiet;35-59;225;0.79
2021-06-17;Nordrhein-Westfalen;05-14;1;0.06
2021-06-17;Nordrhein-Westfalen;35-59;52;0.86
2021-06-17;Nordrhein-Westfalen;60-79;39;0.99
2021-06-17;Nordrhein-Westfalen;80+;21;1.64
2021-06-16;Bundesgebiet;00-04;17;0.43
2021-06-16;Bundesgebiet;00+;693;0.82
2021-06-16;Nordrhein-Westfalen;00+;169;0.93
2021-06-16;Nordrhein-Westfalen;15-34;29;0.69
2021-06-16;Nordrhein-Westfalen;35-59;63;1.04
2021-06-16;Nordrhein-Westfalen;60-79;42;1.06
2021-06-16;Nordrhein-Westfalen;80+;24;1.88
2021-06-15;Bundesgebiet;00+;772;0.92
2021-06-15;Bundesgebiet;35-59;284;1.0
2021-06-15;Bundesgebiet;60-79;218;1.16
2021-06-15;Nordrhein-Westfalen;05-14;6;0.35
2021-06-15;Nordrhein-Westfalen;15-34;34;0.81
2021-06-14;Bundesgebiet;00+;810;0.96
2021-06-14;Bundesgebiet;15-34;122;0.64
2021-06-14;Nordrhein-Westfalen;00-04;6;0.68
2021-06-14;Nordrhein-Westfalen;60-79;53;1.34
2021-06-13;Bundesgebiet;05-14;22;0.28
2021-06-13;Bundesgebiet;15-34;123;0.65
2021-06-13;Bundesgebiet;80+;139;2.27
2021-06-13;Nordrhein-Westfalen;00-04;5;0.57
2021-06-13;Nordrhein-Westfalen;00+;213;1.17
2021-06-13;Nordrhein-Westfalen;35-59;80;1.32
2021-06-12;Bundesgebiet;05-14;24;0.3
2021-06-12;Bundesgebiet;60-79;262;1.4
2021-06-12;Nordrhein-Westfalen;05-14;7;0.4
2021-06-11;Nordrhein-Westfalen;05-14;7;0.4
2021-06-10;Bundesgebiet;60-79;278;1.48
2021-06-10;Nordrhein-Westfalen;00-04;3;0.34
2021-06-10;Nordrhein-Westfalen;05-14;8;0.46
2021-06-10;Nordrhein-Westfalen;15-34;34;0.81
2021-06-10;Nordrhein-Westfalen;35-59;95;1.56
2021-06-09;Bundesgebiet;05-14;24;0.3
2021-06-09;Bundesgebiet;60-79;307;1.64
2021-06-09;Nordrhein-Westfalen;05-14;7;0.4
2021-06-09;Nordrhein-Westfalen;35-59;96;1.58
2021-06-09;Nordrhein-Westfalen;60-79;72;1.82
2021-06-09;Nordrhein-Westfalen;80+;43;3.36
2021-06-08;Bundesgebiet;00+;1084;1.28
2021-06-08;Nordrhein-Westfalen;00-04;2;0.23
2021-06-08;Nordrhein-Westfalen;80+;44;3.44
2021-06-07;Bundesgebiet;35-59;399;1.4
2021-06-07;Nordrhein-Westfalen;15-34;42;1.0
2021-06-07;Nordrhein-Westfalen;60-79;85;2.15
2021-06-06;Bundesgebiet;05-14;28;0.35
2021-06-06;Nordrhein-Westfalen;05-14;6;0.35
2021-06-06;Nordrhein-Westfalen;60-79;87;2.2
2021-06-06;Nordrhein-Westfalen;80+;41;3.21
2021-06-05;Bundesgebiet;05-14;27;0.34
2021-06-05;Bundesgebiet;15-34;154;0.81
2021-06-05;Bundesgebiet;60-79;400;2.13
2021-06-05;Nordrhein-Westfalen;15-34;46;1.09
2021-06-05;Nordrhein-Westfalen;80+;45;3.52
2021-06-04;Bundesgebiet;00-04;18;0.45
2021-06-04;Bundesgebiet;35-59;467;1.64
2021-06-04;Nordrhein-Westfalen;35-59;131;2.15
2021-06-04;Nordrhein-Westfalen;60-79;100;2.53
2021-06-03;Bundesgebiet;00-04;22;0.55
2021-06-03;Bundesgebiet;05-14;30;0.38
2021-06-03;Nordrhein-Westfalen;35-59;149;2.45
2021-06-03;Nordrhein-Westfalen;80+;50;3.91
2021-06-02;Bundesgebiet;35-59;590;2.07
2021-06-02;Bundesgebiet;60-79;561;2.99
2021-06-02;Bundesgebiet;80+;280;4.58
2021-06-02;Nordrhein-Westfalen;05-14;11;0.64
2021-06-02;Nordrhein-Westfalen;60-79;116;2.93
2021-06-02;Nordrhein-Westfalen;80+;58;4.54
2021-06-01;Bundesgebiet;00-04;27;0.68
2021-06-01;Nordrhein-Westfalen;00+;404;2.23
2021-06-01;Nordrhein-Westfalen;35-59;157;2.58
2021-05-31;Bundesgebiet;00-04;28;0.7
2021-05-31;Bundesgebiet;05-14;26;0.33
2021-05-31;Bundesgebiet;60-79;583;3.11
2021-05-31;Bundesgebiet;80+;301;4.92
2021-05-31;Nordrhein-Westfalen;00+;393;2.17
2021-05-31;Nordrhein-Westfalen;05-14;13;0.75
2021-05-30;Bundesgebiet;05-14;23;0.29
2021-05-30;Nordrhein-Westfalen;00-04;4;0.46
2021-05-30;Nordrhein-Westfalen;05-14;11;0.64
2021-05-30;Nordrhein-Westfalen;15-34;54;1.28
2021-05-30;Nordrhein-Westfalen;80+;59;4.62
2021-05-29;Bundesgebiet;05-14;28;0.35
2021-05-29;Bundesgebiet;15-34;232;1.22
2021-05-29;Bundesgebiet;60-79;594;3.17
2021-05-29;Bundesgebiet;80+;314;5.14
2021-05-29;Nordrhein-Westfalen;00+;410;2.26
2021-05-29;Nordrhein-Westfalen;35-59;151;2.48
2021-05-29;Nordrhein-Westfalen;60-79;130;3.29
2021-05-28;Bundesgebiet;15-34;244;1.28
2021-05-28;Nordrhein-Westfalen;00+;444;2.45
2021-05-28;Nordrhein-Westfalen;35-59;152;2.5
2021-05-28;Nordrhein-Westfalen;80+;61;4.77
2021-05-27;Bundesgebiet;15-34;263;1.38
2021-05-27;Bundesgebiet;60-79;714;3.81
2021-05-27;Bundesgebiet;80+;368;6.02
2021-05-27;Nordrhein-Westfalen;05-14;8;0.46
2021-05-27;Nordrhein-Westfalen;80+;69;5.4
2021-05-26;Bundesgebiet;00-04;41;1.03
2021-05-26;Bundesgebiet;15-34;276;1.45
2021-05-26;Bundesgebiet;35-59;664;2.33
2021-05-26;Bundesgebiet;60-79;772;4.12
2021-05-26;Nordrhein-Westfalen;00+;494;2.72
2021-05-26;Nordrhein-Westfalen;35-59;165;2.71
2021-05-25;Bundesgebiet;15-34;326;1.71
2021-05-25;Bundesgebiet;80+;441;7.21
2021-05-25;Nordrhein-Westfalen;05-14;8;0.46
2021-05-24;Bundesgebiet;60-79;978;5.22
2021-05-24;Nordrhein-Westfalen;00+;625;3.45
2021-05-24;Nordrhein-Westfalen;35-59;220;3.62
2021-05-23;Bundesgebiet;15-34;394;2.07
2021-05-23;Bundesgebiet;60-79;1042;5.56
2021-05-23;Nordrhein-Westfalen;00-04;10;1.14
2021-05-23;Nordrhein-Westfalen;80+;114;8.92
2021-05-22;Bundesgebiet;15-34;412;2.16
2021-05-22;Bundesgebiet;80+;611;10.0
2021-05-22;Nordrhein-Westfalen;80+;129;10.09
2021-05-21;Bundesgebiet;05-14;43;0.54
2021-05-21;Bundesgebiet;80+;608;9.95
2021-05-21;Nordrhein-Westfalen;15-34;104;2.47
2021-05-21;Nordrhein-Westfalen;60-79;248;6.27
2021-05-20;Bundesgebiet;00+;3367;3.99
2021-05-20;Bundesgebiet;60-79;1181;6.3
2021-05-20;Bundesgebiet;80+;617;10.09
2021-05-20;Nordrhein-Westfalen;05-14;10;0.58
2021-05-20;Nordrhein-Westfalen;15-34;104;2.47
2021-05-20;Nordrhein-Westfalen;80+;132;10.33
2021-05-19;Bundesgebiet;05-14;37;0.47
2021-05-19;Bundesgebiet;15-34;439;2.3
2021-05-19;Nordrhein-Westfalen;00-04;21;2.39
2021-05-19;Nordrhein-Westfalen;05-14;11;0.64
2021-05-18;Bundesgebiet;00-04;66;1.65
2021-05-18;Bundesgebiet;15-34;442;2.32
2021-05-18;Nordrhein-Westfalen;05-14;12;0.69
2021-05-18;Nordrhein-Westfalen;15-34;117;2.77
2021-05-18;Nordrhein-Westfalen;80+;164;12.83
2021-05-17;Bundesgebiet;00-04;67;1.68
2021-05-17;Bundesgebiet;00+;4080;4.84
2021-05-17;Bundesgebiet;05-14;42;0.53
2021-05-17;Bundesgebiet;60-79;1523;8.12
2021-05-17;Bundesgebiet;80+;715;11.7
2021-05-17;Nordrhein-Westfalen;00+;979;5.4
2021-05-17;Nordrhein-Westfalen;80+;169;13.22
2021-05-16;Bundesgebiet;00-04;74;1.86
2021-05-16;Bundesgebiet;35-59;1269;4.45
2021-05-16;Bundesgebiet;80+;733;11.99
2021-05-16;Nordrhein-Westfalen;00-04;29;3.3
2021-05-15;Bundesgebiet;00-04;80;2.01
2021-05-15;Bundesgebiet;60-79;1581;8.43
2021-05-15;Nordrhein-Westfalen;00+;989;5.45
2021-05-15;Nordrhein-Westfalen;35-59;333;5.48
2021-05-14;Bundesgebiet;00-04;79;1.98
2021-05-14;Bundesgebiet;05-14;37;0.47
2021-05-14;Bundesgebiet;35-59;1419;4.98
2021-05-14;Bundesgebiet;60-79;1754;9.36
2021-05-14;Nordrhein-Westfalen;00-04;27;3.07
2021-05-14;Nordrhein-Westfalen;00+;1091;6.01
2021-05-14;Nordrhein-Westfalen;15-34;130;3.08
2021-05-13;Bundesgebiet;15-34;517;2.71
2021-05-12;Bundesgebiet;00+;5190;6.15
2021-05-12;Bundesgebiet;80+;893;14.61
2021-05-12;Nordrhein-Westfalen;00+;1297;7.15
2021-05-12;Nordrhein-Westfalen;05-14;14;0.81
2021-05-12;Nordrhein-Westfalen;35-59;443;7.29
2021-05-12;Nordrhein-Westfalen;80+;197;15.41
2021-05-11;Bundesgebiet;05-14;60;0.76
2021-05-11;Bundesgebiet;15-34;546;2.86
2021-05-11;Bundesgebiet;60-79;2031;10.83
2021-05-11;Nordrhein-Westfalen;00+;1338;7.38
2021-05-11;Nordrhein-Westfalen;60-79;480;12.14
2021-05-10;Bundesgebiet;05-14;67;0.84
2021-05-10;Bundesgebiet;35-59;1749;6.14
2021-05-10;Nordrhein-Westfalen;15-34;170;4.03
2021-05-10;Nordrhein-Westfalen;35-59;473;7.78
2021-05-09;Bundesgebiet;15-34;567;2.97
2021-05-09;Bundesgebiet;80+;969;15.85
2021-05-09;Nordrhein-Westfalen;15-34;171;4.05
2021-05-08;Bundesgebiet;35-59;1880;6.59
2021-05-08;Bundesgebiet;80+;1031;16.87
2021-05-08;Nordrhein-Westfalen;00+;1513;8.34
2021-05-07;Bundesgebiet;00-04;81;2.03
2021-05-07;Bundesgebiet;00+;6072;7.2
2021-05-07;Bundesgebiet;35-59;1942;6.81
2021-05-07;Nordrhein-Westfalen;00+;1573;8.67
2021-05-07;Nordrhein-Westfalen;80+;255;19.95
2021-05-06;Bundesgebiet;00-04;80;2.01
2021-05-06;Bundesgebiet;00+;6262;7.42
2021-05-06;Bundesgebiet;80+;1107;18.11
2021-05-06;Nordrhein-Westfalen;05-14;34;1.97
2021-05-06;Nordrhein-Westfalen;15-34;195;4.62
2021-05-06;Nordrhein-Westfalen;80+;277;21.67
2021-05-05;Bundesgebiet;00-04;80;2.01
2021-05-05;Bundesgebiet;00+;6440;7.63
2021-05-05;Bundesgebiet;05-14;101;1.27
2021-05-05;Bundesgebiet;35-59;2090;7.33
2021-05-05;Nordrhein-Westfalen;15-34;191;4.53
2021-05-05;Nordrhein-Westfalen;35-59;539;8.87
2021-05-05;Nordrhein-Westfalen;80+;277;21.67
2021-05-04;Bundesgebiet;35-59;2154;7.56
2021-05-04;Bundesgebiet;60-79;2500;13.33
2021-05-04;Nordrhein-Westfalen;15-34;196;4.65
2021-05-04;Nordrhein-Westfalen;80+;270;21.12
2021-05-03;Bundesgebiet;60-79;2579;13.76
2021-05-03;Nordrhein-Westfalen;00+;1685;9.29
2021-05-03;Nordrhein-Westfalen;15-34;185;4.39
2021-05-03;Nordrhein-Westfalen;60-79;581;14.69
2021-05-03;Nordrhein-Westfalen;80+;283;22.14
2021-05-02;Bundesgebiet;00+;6874;8.15
2021-05-02;Bundesgebiet;05-14;93;1.17
2021-05-02;Bundesgebiet;15-34;658;3.45
2021-05-02;Bundesgebiet;35-59;2222;7.79
2021-05-02;Bundesgebiet;80+;1192;19.5
2021-05-02;Nordrhein-Westfalen;15-34;186;4.41
2021-05-02;Nordrhein-Westfalen;35-59;581;9.56
2021-05-02;Nordrhein-Westfalen;60-79;589;14.89
2021-05-01;Bundesgebiet;05-14;88;1.11
2021-05-01;Nordrhein-Westfalen;00+;1737;9.58
2021-05-01;Nordrhein-Westfalen;15-34;200;4.74
2021-05-01;Nordrhein-Westfalen;80+;288;22.53
2021-04-30;Bundesgebiet;00-04;90;2.26
2021-04-30;Bundesgebiet;15-34;707;3.71
2021-04-30;Bundesgebiet;35-59;2292;8.04
2021-04-30;Bundesgebiet;60-79;2774;14.8
2021-04-30;Nordrhein-Westfalen;00-04;28;3.19
2021-04-30;Nordrhein-Westfalen;05-14;30;1.74
2021-04-30;Nordrhein-Westfalen;35-59;624;10.26
2021-04-30;Nordrhein-Westfalen;80+;289;22.61
2021-04-29;Bundesgebiet;00-04;101;2.53
2021-04-28;Bundesgebiet;00-04;98;2.46
2021-04-28;Bundesgebiet;80+;1325;21.68
2021-04-28;Nordrhein-Westfalen;00+;1911;10.54
2021-04-28;Nordrhein-Westfalen;35-59;681;11.2
2021-04-27;Bundesgebiet;35-59;2524;8.85
2021-04-27;Bundesgebiet;60-79;3002;16.01
2021-04-27;Bundesgebiet;80+;1404;22.97
2021-04-27;Nordrhein-Westfalen;35-59;680;11.18
2021-04-27;Nordrhein-Westfalen;60-79;674;17.04
2021-04-27;Nordrhein-Westfalen;80+;343;26.83
2021-04-26;Bundesgebiet;15-34;803;4.21
2021-04-26;Bundesgebiet;80+;1436;23.49
2021-04-26;Nordrhein-Westfalen;35-59;707;11.63
2021-04-26;Nordrhein-Westfalen;60-79;679;17.17
2021-04-25;Bundesgebiet;00+;8120;9.63
2021-04-25;Bundesgebiet;15-34;806;4.23
2021-04-25;Bundesgebiet;80+;1469;24.03
2021-04-25;Nordrhein-Westfalen;05-14;24;1.39
2021-04-25;Nordrhein-Westfalen;35-59;716;11.78
2021-04-24;Bundesgebiet;15-34;778;4.08
2021-04-24;Bundesgebiet;60-79;3091;16.49
2021-04-24;Nordrhein-Westfalen;80+;363;28.4
2021-04-23;Bundesgebiet;05-14;81;1.02
2021-04-23;Nordrhein-Westfalen;35-59;697;11.46
2021-04-23;Nordrhein-Westfalen;60-79;701;17.72
2021-04-23;Nordrhein-Westfalen;80+;363;28.4
2021-04-22;Bundesgebiet;80+;1473;24.1
2021-04-22;Nordrhein-Westfalen;35-59;647;10.64
2021-04-21;Bundesgebiet;00-04;96;2.41
2021-04-21;Bundesgebiet;00+;8066;9.56
2021-04-21;Bundesgebiet;60-79;3090;16.48
2021-04-21;Nordrhein-Westfalen;00+;1948;10.74
2021-04-21;Nordrhein-Westfalen;60-79;711;17.98
2021-04-20;Bundesgebiet;80+;1488;24.34
2021-04-20;Nordrhein-Westfalen;00-04;26;2.96
2021-04-19;Bundesgebiet;15-34;777;4.08
2021-04-19;Bundesgebiet;60-79;3072;16.38
2021-04-18;Bundesgebiet;05-14;88;1.11
2021-04-18;Bundesgebiet;15-34;804;4.22
2021-04-18;Bundesgebiet;35-59;2440;8.56
2021-04-18;Bundesgebiet;60-79;3025;16.13
2021-04-18;Nordrhein-Westfalen;60-79;722;18.26
2021-04-17;Bundesgebiet;00-04;102;2.56
2021-04-17;Bundesgebiet;05-14;83;1.05
2021-04-17;Bundesgebiet;15-34;815;4.28
2021-04-17;Bundesgebiet;80+;1495;24.46
2021-04-17;Nordrhein-Westfalen;00-04;27;3.07
2021-04-17;Nordrhein-Westfalen;15-34;216;5.12
2021-04-17;Nordrhein-Westfalen;60-79;708;17.9
2021-04-16;Bundesgebiet;00-04;113;2.83
2021-04-16;Bundesgebiet;00+;8013;9.5
2021-04-16;Bundesgebiet;80+;1484;24.28
2021-04-16;Nordrhein-Westfalen;35-59;587;9.65
2021-04-15;Bundesgebiet;00+;8147;9.66
2021-04-15;Bundesgebiet;15-34;840;4.41
2021-04-15;Bundesgebiet;60-79;3119;16.64
2021-04-15;Nordrhein-Westfalen;00+;1922;10.6
2021-04-15;Nordrhein-Westfalen;15-34;230;5.45
2021-04-15;Nordrhein-Westfalen;35-59;609;10.02
2021-04-15;Nordrhein-Westfalen;60-79;715;18.08
2021-04-14;Bundesgebiet;35-59;2628;9.22
2021-04-14;Nordrhein-Westfalen;00+;1891;10.42
2021-04-14;Nordrhein-Westfalen;05-14;14;0.81
2021-04-13;Bundesgebiet;15-34;788;4.13
2021-04-13;Bundesgebiet;35-59;2510;8.8
2021-04-13;Bundesgebiet;80+;1505;24.62
2021-04-13;Nordrhein-Westfalen;00+;1766;9.74
2021-04-12;Bundesgebiet;35-59;2400;8.42
2021-04-12;Bundesgebiet;60-79;2874;15.33
2021-04-12;Bundesgebiet;80+;1449;23.7
2021-04-12;Nordrhein-Westfalen;00-04;30;3.41
2021-04-12;Nordrhein-Westfalen;15-34;200;4.74
2021-04-11;Bundesgebiet;00-04;110;2.76
2021-04-11;Bundesgebiet;05-14;65;0.82
2021-04-11;Bundesgebiet;35-59;2364;8.29
2021-04-11;Bundesgebiet;80+;1442;23.59
2021-04-11;Nordrhein-Westfalen;00-04;29;3.3
2021-04-11;Nordrhein-Westfalen;15-34;193;4.58
2021-04-11;Nordrhein-Westfalen;80+;301;23.55
2021-04-10;Bundesgebiet;00-04;110;2.76
2021-04-10;Bundesgebiet;35-59;2296;8.05
2021-04-10;Bundesgebiet;80+;1418;23.2
2021-04-10;Nordrhein-Westfalen;35-59;493;8.11
2021-04-10;Nordrhein-Westfalen;80+;291;22.76
2021-03-05;Nordrhein-Westfalen;60-79;361;9.13
2021-03-04;Bundesgebiet;00-04;50;1.25
2021-03-04;Bundesgebiet;05-14;30;0.38
2021-03-04;Bundesgebiet;15-34;330;1.73
2021-03-04;Bundesgebiet;60-79;1764;9.41
2021-03-04;Bundesgebiet;80+;1429;23.38
2021-03-04;Nordrhein-Westfalen;05-14;4;0.23
2021-03-04;Nordrhein-Westfalen;80+;288;22.53
2021-03-03;Bundesgebiet;80+;1488;24.34
2021-03-03;Nordrhein-Westfalen;00-04;16;1.82
2021-03-03;Nordrhein-Westfalen;05-14;4;0.23
2021-03-03;Nordrhein-Westfalen;35-59;268;4.41
2021-03-03;Nordrhein-Westfalen;80+;315;24.64
2021-03-02;Bundesgebiet;15-34;330;1.73
2021-03-02;Bundesgebiet;80+;1503;24.59
2021-03-02;Nordrhein-Westfalen;00-04;16;1.82
2021-03-02;Nordrhein-Westfalen;15-34;90;2.13
2021-03-02;Nordrhein-Westfalen;60-79;394;9.96
2021-03-01;Bundesgebiet;15-34;330;1.73
2021-03-01;Bundesgebiet;60-79;1840;9.81
2021-03-01;Nordrhein-Westfalen;05-14;3;0.17
2021-02-28;Bundesgebiet;15-34;332;1.74
2021-02-28;Bundesgebiet;60-79;1902;10.14
2021-02-28;Bundesgebiet;80+;1525;24.95
2021-02-28;Nordrhein-Westfalen;00-04;15;1.71
2021-02-28;Nordrhein-Westfalen;05-14;3;0.17
2021-02-28;Nordrhein-Westfalen;60-79;431;10.9
2021-02-27;Bundesgebiet;60-79;1941;10.35
2021-02-27;Nordrhein-Westfalen;05-14;5;0.29
2021-02-27;Nordrhein-Westfalen;15-34;100;2.37
2021-02-27;Nordrhein-Westfalen;35-59;283;4.65
2021-02-27;Nordrhein-Westfalen;60-79;442;11.18
2021-02-27;Nordrhein-Westfalen;80+;320;25.03
2021-02-26;Bundesgebiet;00+;5005;5.93
2021-02-26;Bundesgebiet;60-79;1946;10.38
2021-02-26;Bundesgebiet;80+;1536;25.13
2021-02-26;Nordrhein-Westfalen;35-59;299;4.92
2021-02-25;Bundesgebiet;00+;5084;6.03
2021-02-25;Bundesgebiet;05-14;27;0.34
2021-02-25;Bundesgebiet;80+;1559;25.5
2021-02-25;Nordrhein-Westfalen;00+;1213;6.69
2021-02-25;Nordrhein-Westfalen;05-14;5;0.29
2021-02-24;Bundesgebiet;00-04;35;0.88
2021-02-24;Bundesgebiet;05-14;25;0.31
2021-02-24;Bundesgebiet;60-79;1993;10.63
2021-02-24;Nordrhein-Westfalen;05-14;7;0.4
2021-02-23;Bundesgebiet;00-04;33;0.83
2021-02-23;Bundesgebiet;00+;5156;6.11
2021-02-23;Bundesgebiet;05-14;22;0.28
2021-02-23;Bundesgebiet;35-59;1060;3.72
2021-02-23;Bundesgebiet;80+;1685;27.56
2021-02-23;Nordrhein-Westfalen;00-04;7;0.8
2021-02-23;Nordrhein-Westfalen;15-34;92;2.18
2021-02-23;Nordrhein-Westfalen;60-79;475;12.01
2021-02-22;Bundesgebiet;00-04;36;0.9
2021-02-22;Bundesgebiet;15-34;309;1.62
2021-02-22;Bundesgebiet;35-59;1064;3.73
2021-02-22;Nordrhein-Westfalen;00-04;8;0.91
2021-02-22;Nordrhein-Westfalen;35-59;289;4.75
2021-02-21;Bundesgebiet;15-34;313;1.64
2021-02-21;Bundesgebiet;35-59;1070;3.75
2021-02-21;Nordrhein-Westfalen;00-04;9;1.02
2021-02-21;Nordrhein-Westfalen;00+;1248;6.88
2021-02-21;Nordrhein-Westfalen;15-34;89;2.11
2021-02-21;Nordrhein-Westfalen;35-59;290;4.77
2021-02-20;Bundesgebiet;05-14;19;0.24
2021-02-20;Bundesgebiet;35-59;1022;3.58
2021-02-20;Bundesgebiet;80+;1780;29.12
2021-02-20;Nordrhein-Westfalen;00+;1236;6.81
2021-02-20;Nordrhein-Westfalen;15-34;88;2.09
2021-02-20;Nordrhein-Westfalen;35-59;266;4.38
2021-02-20;Nordrhein-Westfalen;60-79;452;11.43
2021-02-20;Nordrhein-Westfalen;80+;412;32.23
2021-02-19;Nordrhein-Westfalen;05-14;5;0.29
2021-02-19;Nordrhein-Westfalen;15-34;92;2.18
2021-02-19;Nordrhein-Westfalen;60-79;460;11.63
2021-02-18;Bundesgebiet;00-04;41;1.03
2021-02-18;Bundesgebiet;80+;1842;30.13
2021-02-18;Nordrhein-Westfalen;00+;1226;6.76
2021-02-18;Nordrhein-Westfalen;35-59;232;3.82
2021-02-18;Nordrhein-Westfalen;60-79;460;11.63
2021-02-18;Nordrhein-Westfalen;80+;430;33.64
2021-02-17;Nordrhein-Westfalen;00-04;12;1.37
2021-02-17;Nordrhein-Westfalen;05-14;4;0.23
2021-02-17;Nordrhein-Westfalen;80+;434;33.95
2021-02-16;Bundesgebiet;60-79;1967;10.49
2021-02-16;Nordrhein-Westfalen;35-59;227;3.73
2021-02-15;Bundesgebiet;00+;5264;6.24
2021-02-15;Bundesgebiet;80+;1911;31.26
2021-02-15;Nordrhein-Westfalen;00-04;12;1.37
2021-02-15;Nordrhein-Westfalen;00+;1234;6.8
