Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.084436504414924, 6.618565718330251;"{""coordinates"": [[[6.61851112190426, 51.08443804121343], [6.618560307361012, 51.08447078632533], [6.618620198041003, 51.08443495901396], [6.618571365622159, 51.084402221776905], [6.61851112190426, 51.08443804121343]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;29;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.084654438413416, 6.619335945737006;"{""coordinates"": [[[6.619779994039709, 51.08472664692013], [6.620026935521421, 51.0845794395734], [6.619780078481345, 51.08441542976002], [6.620030178439598, 51.08426630844332], [6.619757367274333, 51.084112470204616], [6.619715527341659, 51.0841132365276], [6.618658056640337, 51.084747758889904], [6.618595978562628, 51.08483075079444], [6.618999773977786, 51.085192281751446], [6.619779994039709, 51.08472664692013]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;5616;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08313884576683, 6.619097461763012;"{""coordinates"": [[[6.619363694075797, 51.08317789714376], [6.619138871811326, 51.08297476903499], [6.618830318477536, 51.083099767233655], [6.61905783568786, 51.08330313067618], [6.619363694075797, 51.08317789714376]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;707;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.083908307734276, 6.61472401343214;"{""coordinates"": [[[6.614354994377059, 51.083963808948006], [6.614088035735869, 51.08401006326853], [6.615209619199019, 51.083835311565316], [6.615202754273618, 51.08382914708586], [6.614354994377059, 51.083963808948006]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;41;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08443736612464, 6.619098419059857;"{""coordinates"": [[[6.618625289692034, 51.08467965013866], [6.618513237436753, 51.08470398312832], [6.618410481846349, 51.084666549447206], [6.618595978562628, 51.08483075079444], [6.618658056640337, 51.084747758889904], [6.619715527341659, 51.0841132365276], [6.619757367274333, 51.084112470204616], [6.619608540686267, 51.08398624568789], [6.619633550682091, 51.08404493441462], [6.619600084844498, 51.08409586785348], [6.618625289692034, 51.08467965013866]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;856;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08335189759387, 6.61984064887203;"{""coordinates"": [[[6.619662601300065, 51.08327741494753], [6.619226883352971, 51.083455125746305], [6.61945291564813, 51.08365764850035], [6.620448584952851, 51.08325152088163], [6.620234461623413, 51.083044026985945], [6.619662601300065, 51.08327741494753]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2302;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.082963735427654, 6.620143191521752;"{""coordinates"": [[[6.61905783568786, 51.08330313067618], [6.619123000376885, 51.08336173844438], [6.619210320215763, 51.083291580326105], [6.619412624411007, 51.083206409666516], [6.619457029932132, 51.083249667677215], [6.619581033373951, 51.08319887043488], [6.619662601300065, 51.08327741494753], [6.620966622715951, 51.08274528915095], [6.620797223809564, 51.08259319976416], [6.61905783568786, 51.08330313067618]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2487;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.084715479692434, 6.61322115785573;"{""coordinates"": [[[6.612894322046981, 51.08431857282246], [6.612054733226246, 51.084687452090726], [6.612844735941612, 51.08539347421136], [6.614399715206847, 51.08470324954425], [6.613745853071103, 51.08412231220602], [6.613452668115195, 51.08416335334623], [6.612894322046981, 51.08431857282246]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;12356;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.083750938954694, 6.617661844829172;"{""coordinates"": [[[6.617708877846516, 51.08354728887233], [6.617341109365828, 51.08370857333672], [6.617616329812685, 51.08395508536455], [6.61798179770793, 51.0837927639999], [6.617708877846516, 51.08354728887233]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1048;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.081875624227294, 6.625450360135703;"{""coordinates"": [[[6.625493938610128, 51.08162226821386], [6.625400652161133, 51.081648248405976], [6.624889093946177, 51.08199933594494], [6.624987944560042, 51.081958992088325], [6.625079365208191, 51.081962559211256], [6.625427590839873, 51.08215901126828], [6.625907196878488, 51.08182022057807], [6.62558548232747, 51.081639505198524], [6.625493938610128, 51.08162226821386]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1997;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08276805393533, 6.628366508132167;"{""coordinates"": [[[6.628342576326131, 51.082790311653376], [6.628378107390565, 51.08275945412814], [6.628379913004284, 51.08275769119507], [6.628376988089721, 51.082756014602786], [6.628342576326131, 51.082790311653376]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08236545214932, 6.628168175441852;"{""coordinates"": [[[6.628703416999348, 51.08247252629435], [6.628759548229875, 51.08242616152206], [6.627984558159537, 51.08198955951829], [6.627562561080093, 51.08228654605446], [6.628376988089721, 51.082756014602786], [6.628703416999348, 51.08247252629435]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;3343;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08316587360606, 6.627259856950858;"{""coordinates"": [[[6.627621856177051, 51.083393433006], [6.62765287141055, 51.083362617642166], [6.626901410912448, 51.08294024865165], [6.626863301683151, 51.08296708078602], [6.627621856177051, 51.083393433006]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;284;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08109100099264, 6.628269869087201;"{""coordinates"": [[[6.627916094856788, 51.080876918239944], [6.627892276925344, 51.080893699514064], [6.628619985069021, 51.081299540268944], [6.628665496416259, 51.081337421371906], [6.62862371667071, 51.08127722525147], [6.627916094856788, 51.080876918239944]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;161;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.083631344137075, 6.621343688358383;"{""coordinates"": [[[6.621607967726526, 51.08333519320949], [6.620789720181995, 51.0836685103032], [6.621198879437715, 51.08389813796989], [6.621807868928386, 51.08365021148205], [6.621607967726526, 51.08333519320949]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2204;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08216383379283, 6.620864438453795;"{""coordinates"": [[[6.620323728111511, 51.081201195983994], [6.619704204975819, 51.08161257522883], [6.621335039780274, 51.08307578835446], [6.622077502752491, 51.08277347689261], [6.620323728111511, 51.081201195983994]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;12762;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080036
51.08040995593948, 6.627010082268381;"{""coordinates"": [[[6.627014754945108, 51.08040631039164], [6.626997428239907, 51.08041818821945], [6.627015898500463, 51.0804069633421], [6.627014754945108, 51.08040631039164]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08121521418591, 6.6259312341838195;"{""coordinates"": [[[6.62457384457026, 51.08208311888854], [6.625041273945198, 51.08189479285762], [6.627120719317706, 51.08046610244404], [6.627006434748945, 51.08041243638721], [6.62457384457026, 51.08208311888854]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2346;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08333875265943, 6.621093367913325;"{""coordinates"": [[[6.62060662286584, 51.08337262627505], [6.620844265886047, 51.08360370850582], [6.621586510567649, 51.08330130568946], [6.621335039780274, 51.08307578835446], [6.62060662286584, 51.08337262627505]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1880;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08315849333181, 6.623255124140623;"{""coordinates"": [[[6.62441555153573, 51.08219203338458], [6.623843296851971, 51.082617506763945], [6.623503624080111, 51.08289277264262], [6.622209869509606, 51.08404244809345], [6.622243290431437, 51.08407496042821], [6.623860073788218, 51.082625581066424], [6.624603619230352, 51.082115556416234], [6.62441555153573, 51.08219203338458]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;919;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.082101590681326, 6.624585642223457;"{""coordinates"": [[[6.624566397536555, 51.08208827289042], [6.62441555153573, 51.08219203338458], [6.624603619230352, 51.082115556416234], [6.624756397507353, 51.082010846550375], [6.624566397536555, 51.08208827289042]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;62;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08344617842425, 6.623020166041898;"{""coordinates"": [[[6.624889093946177, 51.08199933594494], [6.624603619230352, 51.082115556416234], [6.623860073788218, 51.082625581066424], [6.621357757275494, 51.084868030854864], [6.621422427891114, 51.08490423647139], [6.623926952462805, 51.082660032273175], [6.624889093946177, 51.08199933594494]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2368;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08434710025154, 6.62181199441693;"{""coordinates"": [[[6.621384435442803, 51.084687741010086], [6.621349437977648, 51.084672191841435], [6.621218008163376, 51.08478965155974], [6.621329531310953, 51.08471593828976], [6.621507633994127, 51.08463890401915], [6.621611414562271, 51.08457609272807], [6.622209869509606, 51.08404244809345], [6.62215986029774, 51.0839935917992], [6.621384435442803, 51.084687741010086]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;532;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08209070803586, 6.6268978601045845;"{""coordinates"": [[[6.625685117170579, 51.08145278458808], [6.625528676462165, 51.08156011930488], [6.627182297033803, 51.082490410240055], [6.627260312122966, 51.08247985458773], [6.627329403348099, 51.08245041499894], [6.627984558159537, 51.08198955951829], [6.627877991017383, 51.0819299364763], [6.627267948701197, 51.08235825589517], [6.627200301967042, 51.08238017197861], [6.627124411393525, 51.08237683231036], [6.625690036345074, 51.08157742572573], [6.625647753542966, 51.08151793759281], [6.625656020738526, 51.081482946031514], [6.625685117170579, 51.08145278458808]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1723;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.0846276177269, 6.623192028839074;"{""coordinates"": [[[6.623085009157711, 51.083414705848625], [6.621422427891114, 51.08490423647139], [6.623121448418896, 51.08585691009712], [6.623188350449681, 51.08587032024183], [6.623248625608614, 51.08584762710344], [6.625012095766455, 51.08426840143482], [6.623085009157711, 51.083414705848625]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;34986;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08677837719236, 6.612805866800689;"{""coordinates"": [[[6.611670862444089, 51.086442703237466], [6.611247406500625, 51.08663034660572], [6.612501247126424, 51.08775283800713], [6.614364475196567, 51.08692539612138], [6.613110418076783, 51.085804359107975], [6.611670862444089, 51.086442703237466]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;24367;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08634876104289, 6.617464903367789;"{""coordinates"": [[[6.61770108046985, 51.085967193680005], [6.617437115015187, 51.086124569981344], [6.61684601727003, 51.08647687849293], [6.617227702451099, 51.0867302384291], [6.61808403227547, 51.08622111617071], [6.61770108046985, 51.085967193680005]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;3209;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.085015667141576, 6.617969563185701;"{""coordinates"": [[[6.617965405250625, 51.08496186203538], [6.617898907461718, 51.08500250009068], [6.617973190050877, 51.08506929751864], [6.618040492730279, 51.08502903590444], [6.617965405250625, 51.08496186203538]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;58;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08524329690055, 6.618398171568053;"{""coordinates"": [[[6.61825550898511, 51.085024336484885], [6.617898938004438, 51.08523791581866], [6.618383566523805, 51.0855593731689], [6.618873813106962, 51.08526731751903], [6.618533833111273, 51.0849792038626], [6.618398452506379, 51.084964844320005], [6.61825550898511, 51.085024336484885]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2457;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08653946847497, 6.614757567906502;"{""coordinates"": [[[6.614036440099211, 51.08646045699381], [6.614564045818401, 51.08693270790984], [6.614683372630854, 51.08697767668121], [6.614781671679133, 51.086966734400825], [6.614890015688919, 51.0869139138237], [6.615453633071222, 51.086576610958595], [6.614895786466304, 51.0860786585995], [6.614036440099211, 51.08646045699381]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;5345;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.085870169044064, 6.613237934970587;"{""coordinates"": [[[6.612085367574065, 51.08480821345553], [6.612106111470606, 51.08489010657283], [6.614377728940268, 51.08691955199391], [6.614422438091959, 51.08689969312751], [6.612085367574065, 51.08480821345553]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1104;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08495111022619, 6.617589564525041;"{""coordinates"": [[[6.617609436141194, 51.084643655393116], [6.617142278057472, 51.08485075105825], [6.61762184546853, 51.08527965512242], [6.617973190050877, 51.08506929751864], [6.617898907461718, 51.08500250009068], [6.617965405250625, 51.08496186203538], [6.617609436141194, 51.084643655393116]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;2159;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08607318025965, 6.6189845894082415;"{""coordinates"": [[[6.61808403227547, 51.08622111617071], [6.618527605989724, 51.08651448958365], [6.618903053269459, 51.086176572129006], [6.619427868821379, 51.08640829265422], [6.619716895475837, 51.08614801290909], [6.619754682209948, 51.08608403899621], [6.619689495063041, 51.08599827421308], [6.619313400996299, 51.08566113959871], [6.619143785595928, 51.08568969573355], [6.619064866801589, 51.08563746168207], [6.61808403227547, 51.08622111617071]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;5797;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.08463564052005, 6.611803088893926;"{""coordinates"": [[[6.611759714808843, 51.08461210332651], [6.611815540612174, 51.08466089238059], [6.611837129823397, 51.084648654492575], [6.61180662842624, 51.08462132449552], [6.611759714808843, 51.08461210332651]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;10;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08596930586439, 6.616572504698785;"{""coordinates"": [[[6.614675047943114, 51.086976967396716], [6.614564045818401, 51.08693270790984], [6.614896258980145, 51.08722966666107], [6.614824292247787, 51.087131621629794], [6.614832961888595, 51.087088995841974], [6.61487711767807, 51.08704556593458], [6.618293932624757, 51.08500299892462], [6.618373234101409, 51.08496981573444], [6.618450872796469, 51.084962136281426], [6.618526325890444, 51.08497635305898], [6.618584790045765, 51.08500955655896], [6.618248641364762, 51.08470884114742], [6.61830307747435, 51.08476543260269], [6.618319663967755, 51.0848047063672], [6.61831065117051, 51.084849483654715], [6.618269624213169, 51.08489171988695], [6.614890015688919, 51.0869139138237], [6.614774013541336, 51.08696909586161], [6.614675047943114, 51.086976967396716]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;3747;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08546297260657, 6.616599199884001;"{""coordinates"": [[[6.615538734969662, 51.085560972916845], [6.615856306490589, 51.08581284929428], [6.616141958174524, 51.08601003097791], [6.616217814612061, 51.08604619845816], [6.616285782943089, 51.08605028270979], [6.616452170696643, 51.085979221307085], [6.61762184546853, 51.08527965512242], [6.617142278057472, 51.08485075105825], [6.615538734969662, 51.085560972916845]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;9153;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.085231656708046, 6.6144089750317905;"{""coordinates"": [[[6.61457926597426, 51.08486373883884], [6.61380175972281, 51.08520925952571], [6.614238782922013, 51.08559945149333], [6.615016038543498, 51.085254283015786], [6.61457926597426, 51.08486373883884]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;3541;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.085275238169295, 6.619267092529927;"{""coordinates"": [[[6.618999773977786, 51.085192281751446], [6.619324549088976, 51.08548305186747], [6.619534073044159, 51.085358372724016], [6.619209650072561, 51.0850676102886], [6.618999773977786, 51.085192281751446]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;791;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.0849562513206, 6.614100512849321;"{""coordinates"": [[[6.613621749017971, 51.085048579570895], [6.61380175972281, 51.08520925952571], [6.61457926597426, 51.08486373883884], [6.614399715206847, 51.08470324954425], [6.613621749017971, 51.085048579570895]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;1457;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080036
51.084451287944006, 6.611632834825951;"{""coordinates"": [[[6.611603699003557, 51.08447090200647], [6.611682030299701, 51.08444801632003], [6.611664343370073, 51.08443220975056], [6.611584149866344, 51.08445320899502], [6.611603699003557, 51.08447090200647]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;13;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.08636465558417, 6.6137469558121715;"{""coordinates"": [[[6.613123309799425, 51.08579868750918], [6.613110418076783, 51.085804359107975], [6.614364475196567, 51.08692539612138], [6.614377728940268, 51.08691955199391], [6.613123309799425, 51.08579868750918]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;170;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
51.084678041854545, 6.6119895231090355;"{""coordinates"": [[[6.611879938139945, 51.08462453139208], [6.611984970959596, 51.084718218606945], [6.612085367574065, 51.08480821345553], [6.612054733226246, 51.084687452090726], [6.611957536410819, 51.08458106644148], [6.611879938139945, 51.08462453139208]]], ""type"": ""Polygon""}";Grevenbroich;Industriegebiet-Ost;119;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080036
