Jahr;Stadtbezirk;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate);Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) deutscher Frauen;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) nicht-deutscher Frauen;Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate);Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate) deutscher Frauen;Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate) nicht-deutscher Frauen;Bevölkerungsbewegungen - Durchschnittsalter der Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Durchschnittsalter deutscher Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Durchschnittsalter nicht-deutscher Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) - jahresscharf;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) deutscher Frauen - jahresscharf;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) nicht-deutscher Frauen - jahresscharf
1999;423;1;0,9;1,3;37,4;35,4;52,9;30,3;30,6;28,2;0,9;0,9;0,6
2012;310;1,4;1,5;0,9;41,1;42,2;34,8;32,6;32,7;31,6;1,5;1,6;1
2000;330;1,3;1,2;0,4;50,5;48,5;309,1;30,5;30,6;29,8;1,6;1,7;0,2
2012;410;1,3;1,2;1,3;41,8;40,5;48,7;32,5;32,6;31,8;1,7;1,5;3,3
2007;614;1,6;1,6;1,4;50,9;50,2;60,7;29,6;30;27,2;1,7;1,8;1,2
1990;120;;;;;;;;;;1,1;1,1;0,9
2004;112;0,9;0,9;1;31,7;30;44,1;32;32,4;30,5;1;0,9;1,4
2018;660;1,6;1,5;2,1;58,6;50,7;73,9;28,7;28,8;28,7;1,6;1,4;2,3
1992;621;;;;;;;;;;0;0;0
2016;540;1,5;1,4;1,9;52,5;47,7;65,1;29,4;29,1;30;1,4;1,4;1,6
1998;410;1;0,9;1,6;41,1;38,6;61,2;30,5;30,7;29,1;1,1;1;1,7
2002;630;1,5;1,5;1,2;48,7;46,9;129,8;29,7;29,9;28,1;1,1;1;2,4
2011;233;1,5;1,3;2,1;58,8;48,2;88,8;29,4;29,7;29;1,6;1,3;3,4
2007;422;1,1;1,2;0,8;37,9;39,4;28,9;33,1;33,2;32,1;1,5;1,6;0,6
2013;233;1,5;1,3;2,2;58;46,8;88,5;29,8;29,9;29,5;1,8;2;1,6
2006;531;1,1;1,1;1,2;35,2;33,3;38,4;29,2;29,5;28,7;1;1,1;1,3
2000;522;1,2;1,2;1;45;43,5;62,7;29;29,7;26,4;1,4;1,6;1,2
2011;622;1,7;1,7;0,4;51,2;51,6;373,3;33,4;33,6;31,8;1,6;1,5;2,5
2005;550;1,6;1,6;0,6;56,6;55,2;184,6;31,8;32,1;29,9;1,7;1,7;1
2009;670;1,7;1,6;1,9;54,6;51,1;76;31,5;31,9;30,1;1,5;1,5;1,9
1992;512;;;;;;;;;;0,8;0,7;1,1
2009;424;1,3;1,2;1,5;42,5;38,8;59,8;31,2;31,7;29,6;1,5;1,4;1,7
2016;231;1,2;1,1;1,9;41,9;35,7;69,1;29,3;29;29,9;1,5;1,4;2,1
2017;540;1,5;1,4;2;53,8;47,4;69,3;29,5;29,1;30,3;1,7;1,3;2,6
1997;614;1,1;1,1;0,9;40,1;37,8;109,1;29,1;29,1;29,2;1,2;1,3;1
1992;120;;;;;;;;;;1,1;0,8;2,8
1996;310;1;1;0,7;36,4;36,8;42,6;30,2;30,3;29,2;0,7;0,8;0,8
2003;622;1;1;0,8;32,7;32,8;33,5;32,3;32,9;28,7;1,4;1,4;1,5
1992;220;;;;;;;;;;1,2;1,2;1,5
1990;621;;;;;;;;;;0,9;0,9;0,6
2009;232;1,2;0,5;1,3;60,8;41,7;217,1;26,1;26,9;25,7;3,3;0,9;5,2
1997;660;1,5;1,3;2,1;51,7;45,5;74,1;27,4;27,6;27,2;1,9;1,6;2,7
2017;680;1,3;1,3;1,2;33,1;34,2;28,1;32,8;33;32,2;1,1;1,1;1,2
2003;330;1,4;1,4;0,7;52,3;51,3;164,9;31,7;31,9;29,4;1,4;1,4;2
2015;513;1,2;1,2;1,1;37;36,2;39,8;30,6;31;29,5;1,1;1,2;0,8
1998;513;1,1;1;1,3;43,7;41,7;50,7;29,5;30;28;1;0,9;1,4
2023;670;1,6;1,6;1,8;50,1;47,5;62,4;32,2;32,3;31,7;1,5;1,4;2,1
2001;430;1;0,9;0,5;33,9;33,4;87,2;32,3;32,3;32,4;0,9;0,9;0,3
1996;622;;;;;;;;;;1,3;1,1;2,2
2009;630;1,6;1,6;1,5;51,7;48,3;121,2;29,8;30;29,2;1,7;1,5;2,5
2011;522;1,3;1,1;1,9;42,4;34,2;70,4;28,9;28,6;29,3;0,9;0,9;1,5
2002;613;1,4;1,1;0,2;48;48,6;333,3;29,5;29,4;30;1,3;0,1;3,8
2005;424;1,2;1,1;1,6;42,8;38;67;30,9;31,6;28,9;1,2;1,3;2,1
2006;640;1,4;1,3;1;41,2;39,1;78,7;29,8;30,2;27,3;1,3;1,1;3
2009;421;1,3;1,3;1,3;43,7;42,8;51,4;33,2;33,4;31,7;1,6;1,7;1
2004;430;1;1,1;0,2;33,7;36,7;44,3;33,6;33,6;33,4;1,4;1,4;0,2
1995;211;1,1;1,1;1,2;43,1;43;49,2;31,2;31,2;30,5;1;1,1;0,9
2009;613;0,9;1;0,3;40,5;46,1;62,5;27,3;27,1;27,8;0,8;1,1;0
2018;614;1,5;1,4;1,7;51,6;47,3;73,8;30;30,2;29,4;1,4;1,3;1,7
2023;212;1,3;1,4;0,9;43,3;45,4;35;32,8;33;31,5;1,2;1,2;1,4
2006;660;1,7;1,4;2,4;56,8;45,3;90,3;27,8;27,6;28,1;2;1,5;3
2022;621;1,5;1,4;1,9;54,9;51,1;69,6;31,9;32,7;29,5;1,6;1,5;1,8
2002;570;;;;;;;;;;0;0;0
2007;611;1;0,9;1,3;36,9;32,1;56,5;29,2;29,7;28;1;0,8;1,7
1995;231;1,1;1;1,6;47,1;44,3;68,8;27,4;27,5;27,3;1,2;1;1,5
1992;240;;;;;;;;;;1,5;1,5;2,2
2012;330;1,5;1,5;0,9;54,3;51,2;195,8;32,5;32,6;31,7;2;1,8;2,5
2005;232;1,7;0,4;1;61,3;71,9;230,8;27,7;29,7;26,4;1,8;2;2,2
2003;410;1;1;1,2;39,3;38,1;48,3;31,4;31,9;29,2;1,2;1,2;0,9
1996;522;1,3;1,3;1,2;49,9;49,2;64,4;28,3;28,5;27,3;1,3;1;1,7
1995;423;1;0,9;1,6;39,9;37,4;61,7;29,5;29,9;27,5;0,6;0,6;0,7
1994;670;;;;;;;;;;1;1;0
2009;550;1,3;1,3;0,3;43,7;41,6;220,2;31,6;31,8;30,7;1;0,9;0,5
1991;233;;;;;;;;;;1,2;0,9;2
1994;521;;;;;;;;;;1,2;1;2,1
2009;650;1,6;1,6;1,2;52;48,9;99,7;30,6;30,7;30,1;1,6;1,7;1,4
2019;310;1,4;1,5;1;42,6;46,1;24,1;32,9;32,8;33,6;1,5;1,4;1,8
2005;630;1,6;1,5;1,4;48,8;45,7;153,3;29,7;30;27,6;1,8;1,8;2,5
2001;550;1,5;1,4;0,5;55,6;54,4;238,1;31,4;31,6;30;1,5;1,6;1
1996;330;1,2;1,1;0,2;47,4;46;500;29,3;29,4;28,7;1,3;1;3,5
2002;421;1;1;1;37;37,2;35,9;32,2;32,3;30,8;1,2;1,2;1,1
2011;310;1,4;1,4;1;42,1;42,6;39,4;32,6;32,8;31,6;1,2;1,3;1
2019;410;1,4;1,5;1,1;48,4;50,2;40,3;32,9;32,9;32,3;1,6;1,7;1,2
1994;421;;;;;;;;;;1,1;1,1;2,2
2024;120;1,2;1,3;0,7;38,4;42,7;23,8;33,1;33;33,5;0,9;1;1,1
2022;650;1,8;1,8;1,5;57,7;57,8;64;31;31,4;29,4;1,5;1,5;1,3
2014;112;1,1;1,1;1,1;31,6;29,3;43,8;32,6;33,1;31;1,3;1,3;1,6
2015;650;1,6;1,6;0,6;50,8;50,5;69;31;31,1;30,4;1,5;1,4;2,2
2000;233;1,3;1;1,8;46,3;38;73,1;27,4;28,6;25,4;1,5;1,2;2,6
2021;112;1,1;1,2;1;34,8;34;40,2;32,3;32,7;31;1;0,9;1,4
1998;570;;;;;;;;;;0;0;0
2002;410;1;1;1,2;39,7;38,4;50,6;31,3;31,7;29,2;0,9;0,8;1,4
2021;421;1,4;1,4;1,3;50;49,7;54;33,4;33,6;31,9;1,3;1,4;1,4
2024;424;1,4;1,3;1,8;49,3;45,3;64,5;32,7;33,3;31,1;1,1;0,9;1,5
2023;550;1,2;1,2;0,7;42,4;41,6;67,3;32,3;32,6;30,5;1,3;1,4;1,7
2008;660;1,7;1,4;2,3;58;46,8;88,3;27,7;27,3;28,4;1,9;2;2
2000;611;1;0,9;1,6;39,6;35,5;62,1;29;29,6;27,1;1;0,8;1,8
1992;340;;;;;;;;;;1,4;1,3;1,8
2017;614;1,5;1,5;1,5;51,7;48,4;70,7;30,1;30;30,3;1,6;1,9;1,5
1999;560;1,3;1,3;0;44,6;44,2;1125;30,1;30,2;28,6;1,5;1,5;1
2024;232;1,1;0,6;1,2;24;13,3;37,5;30,4;32,8;29,6;1,7;2,6;1,5
1991;513;;;;;;;;;;1,2;1,1;2
2019;424;1,6;1,5;1,9;56,6;51,9;72,6;31,9;32,5;30,3;1,6;1,5;1,9
2014;613;1,4;1,3;0,1;60,1;80,5;227,3;28,3;27,4;30,9;1,9;1,1;3,2
2021;613;1,6;1,2;1,3;61;58,2;106,6;28,8;30,8;27,2;1,7;1,5;2,1
2024;570;;;;;;;;;;0;0;0
2004;330;1,4;1,4;0,6;52,3;51,5;153,8;32,3;32,5;30,3;1,6;1,6;0,8
1990;240;;;;;;;;;;1,5;1,4;2
2014;513;1,2;1,1;1,2;37,1;35,7;41,6;30,6;30,9;29,7;1,1;1,2;1
2021;630;1,8;1,6;2,1;61,4;57;87,1;31,2;31,6;29,8;1,8;1,5;2,6
1998;424;1,2;1,1;2;46,9;41,6;77,4;30;30,5;28,4;1,6;1,5;2,3
2023;410;1,4;1,4;1,2;48,5;50,1;41;33,3;33,3;33,5;1,4;1,3;1,7
1990;340;;;;;;;;;;1,1;1,1;0
1997;233;1,3;1;1,8;46,1;39,3;71,4;27,3;28,4;25,3;1,9;1,6;2,7
1994;532;;;;;;;;;;1,1;1;2,4
2007;640;1,3;1,2;1,5;39;35,7;91,8;29,6;30,1;27,1;1,6;1,4;4,2
2015;550;1,6;1,6;1,1;50,8;48,4;126,1;32;32,1;31,8;2,1;2;2,3
2006;540;1,5;1,4;1,8;45,5;41,7;63,4;28,1;28,1;28,1;1,5;1,4;1,9
2018;611;1,2;1,2;1,5;45,3;41,2;58,4;30,5;30,8;29,7;1,2;1,2;1,2
2019;570;;;;;;;;;;0;0;0
2019;670;1,7;1,7;1,9;53,5;51,4;64;32;32;31,7;1,9;1,9;2,3
1997;611;1,1;1;1,6;43,7;40,5;64,2;28,4;28,9;26,4;0,8;0,8;1,1
1994;240;;;;;;;;;;1,5;1,5;2,3
2010;330;1,3;1,3;0,5;47,1;44,5;201,8;32,7;32,6;33;1,6;1,5;3,3
1991;310;;;;;;;;;;1;1;1,7
1993;550;;;;;;;;;;1,4;1,5;2
2013;622;2;1,9;0,4;60,3;56,9;500;33,3;33,6;31,8;1,5;1,7;0,3
2005;613;1,1;0,8;0,6;41,2;41,6;140;28,4;27,2;31;1,1;1,3;1
2020;310;1,4;1,5;1;41,5;45,4;23,6;33,2;33,2;33,2;1,4;1,5;0,8
2005;513;1,1;1;1,3;37,5;34,1;49,2;30;30,4;28,9;1,2;1,1;1,7
2020;410;1,4;1,5;1,1;49,5;52;37,5;32,9;33;32,8;1,2;1,3;1
2013;330;1,6;1,5;1,1;55,6;53,2;145,2;32,6;32,8;31,3;1,4;1,3;1,6
2006;231;1,1;1;1,6;42,8;35,2;77,9;28,4;29;27,3;1;0,9;1,2
1989;212;;;;;;;;;;1;1;1,6
2001;622;1;0,9;1,1;32,2;30,2;45,5;31;31,9;27,7;0,8;0,9;0,8
2007;680;;;;;;;;;;0;0;0
1992;423;;;;;;;;;;1,2;1;2,2
2013;430;1,2;1,3;0,4;39,3;39,8;76,1;32,5;32,4;33,2;1,7;2,3;0,2
2003;233;1,4;1,2;1,9;49,1;40,6;75,6;28;29,1;26,1;0,9;0,9;1,1
1995;640;1,4;1,4;0,8;52,8;52,7;85,1;29,5;29,4;30,1;0,9;0,9;1,1
2010;522;1,3;1,1;1,8;42,7;34,2;74;29;28,8;29,4;1,5;1,7;1
2020;513;1,3;1,3;1,2;43;42,6;44,3;31,4;31,9;30;1,3;1,4;1,2
1989;650;;;;;;;;;;1,8;1,7;0
2024;650;1,6;1,6;1;52,7;52,1;68;31,4;31,6;30,8;1,7;1,5;1,5
1993;424;;;;;;;;;;1,2;1,1;2,8
2015;424;1,5;1,5;1,8;50,8;46,9;67,4;31,6;32;30,3;1,7;1,6;2,2
2016;640;1,6;1,4;2;54;46,9;109,8;29,5;30,2;27,8;1,5;1,2;2,4
2001;310;1,1;1,1;1,1;41,8;40,7;63,1;31,4;31,9;27,5;0,8;0,7;1,6
1989;421;;;;;;;;;;1,2;1,2;2,6
1991;410;;;;;;;;;;1;0,8;1,8
2022;212;1,3;1,4;1;43,8;46;35,4;32,9;33;31,7;1;1,1;0,9
2019;650;1,8;1,8;1,1;56,8;56,6;72,7;31,2;31,8;28,6;1,7;1,9;2,1
2014;430;1,4;1,5;0,4;45,4;46,2;85,9;32,4;32,3;32,6;2,2;2,5;1,3
2012;613;1,1;1,1;0,1;47,3;59,7;133,3;28;27,9;28,5;0,6;0,9;0
2022;232;1,1;0,5;1,3;30,4;14,2;48,9;28,6;31,8;27,8;1;1,3;1
2015;232;1,3;0,8;1,4;51,6;52,8;99,1;27,5;29,4;26,5;1,1;0;2,2
2023;613;1,8;1,4;1,7;66,4;53,3;109,8;28,9;30,3;27,8;1,7;0,9;2,4
2024;670;1,5;1,5;1,7;47,3;45;58,8;32,3;32,6;31,5;1,2;1,1;1,8
2010;310;1,4;1,4;1,2;41,7;41,4;47,9;32,4;32,6;31,3;1,6;1,7;0,8
2002;330;1,3;1,3;0,4;52,2;49,6;384,6;31,2;31,4;30,2;1,7;1,6;1,5
2023;513;1,3;1,2;1,4;43,9;41,6;52,9;31,8;32,2;30,4;1,1;1,1;1,5
1993;112;;;;;;;;;;0,9;1;0,1
2014;410;1,3;1,3;1,4;43;41,9;48,5;32,4;32,6;31,8;1,6;1,6;1,2
2020;622;1,7;1,7;0,1;58,1;56,1;396,2;33;33,1;32,6;1,5;1,6;0,7
2024;550;1,1;1,2;0,7;39,7;39,7;60,7;32,3;32,8;29,4;0,8;0,9;0
1990;612;;;;;;;;;;1,2;1,2;1,9
2002;310;1,2;1,1;1,1;41,6;40,3;66;31,5;32,2;27,3;1,2;1,2;1,5
1993;430;;;;;;;;;;1,1;1,3;1
2013;410;1,3;1,3;1,4;42;40,4;50,6;32,6;32,8;31,7;1,1;1;1,4
2019;421;1,4;1,4;1,3;48;47,6;51,7;33,3;33,5;31,8;1,3;1,4;1,4
2020;430;1,8;2;0,7;61,7;69,1;54,8;33,1;33,5;31;1,8;1,6;1,7
2017;611;1,3;1,2;1,5;45,3;40,4;61,1;30,4;30,8;29,7;1,4;1,3;1,7
2016;660;1,7;1,5;2,2;59,4;51,3;74,5;28,3;28;28,7;1,5;1,3;1,9
2019;550;1,4;1,4;0,5;45,7;45,7;87,9;31,8;31,9;31,1;1,1;1,1;1,3
1994;512;;;;;;;;;;1,2;0,9;2,5
2009;410;1,1;1,1;1,2;38,6;37,9;42,6;32,2;32,4;30,9;1,1;1,2;0,6
1994;120;;;;;;;;;;1,4;1,2;2,2
2015;630;1,7;1,6;1,6;59;56,5;88,4;30,6;30,7;30,3;1,5;1,3;3,1
2019;613;1,7;1,2;0,6;66;73,5;126;29;29,7;28,4;3,5;1,5;5,7
2024;421;1,3;1,4;1;48,9;49,4;48,3;33,7;33,8;33,1;1,1;1,3;0,3
1989;570;;;;;;;;;;0;0;
1994;220;;;;;;;;;;1,4;1,3;1,5
2008;614;1,5;1,5;1,6;50,6;48,3;70,7;29,4;29,9;27,3;1,2;1;2,4
1991;430;;;;;;;;;;1,1;1;1,2
2016;560;1,5;1,6;0,2;46,2;46,5;137,5;31,2;31,3;30,2;1,4;1,3;1
2018;233;1,4;1,4;1,6;51,1;48,2;58;30,8;30,8;30,7;1,4;1,5;1,5
2012;570;0;0;;0;0;;;;;0;0;0
1999;211;1,1;1,1;1;41,4;41,2;45,8;32,2;32,4;30,4;1,1;1,1;1,2
2024;613;2;1,4;2,2;74,7;55,9;117,1;28,9;30,6;27,8;2,5;1,6;4,2
2014;424;1,4;1,4;1,7;47,7;44,3;62,5;31,6;32;30,3;1,7;1,6;2,7
2013;310;1,4;1,5;0,9;42,9;44,4;32,4;32,6;32,7;31,7;1,5;1,6;1
1991;330;;;;;;;;;;1,7;1,6;1
1997;522;1,4;1,3;1,3;50,6;49,7;66,6;28,5;28,8;27,2;1,1;1;1,7
2006;560;1,5;1,4;0;40,5;38,5;1400;30,9;31,2;28,9;1,9;1,9;1
2020;330;1,6;1,5;0,7;54;52,6;165,4;32,7;33;30,2;1,4;1,4;1
2000;422;0,9;0,9;0,5;33;33,6;36,3;31,8;32;30;0,9;0,9;2,5
2012;550;1,4;1,4;0,9;45,9;43,3;122,2;31,9;32;31,4;1,6;1,6;1,3
1999;231;1,2;1,1;1,7;48,8;43,3;80,8;27,7;28,1;26,5;1,2;1,1;2,1
2023;430;1,7;1,8;0,6;56,5;62,4;58,2;33,6;33,9;32,1;1,6;1,8;1,1
2011;513;1,1;1,1;1,4;37,7;34,6;49;30,7;31;29,7;1,1;1,1;1,1
2010;233;1,5;1,3;2,1;57,7;48,2;86,1;29;29,3;28,6;1,9;1,5;5,1
2024;212;1,3;1,3;0,9;41,7;43,9;33,2;32,9;33,1;31,7;1,2;1,3;0,7
2002;622;1;0,9;1,1;31,2;30,1;39,7;31,6;32,3;28,6;0,7;0,7;1,2
2022;670;1,7;1,7;1,8;52,8;51,2;60;32,2;32,3;31,9;1,5;1,5;1,5
1996;513;1,1;1,1;1,4;46,1;44,1;53,7;28,9;29,3;27,4;1,1;1,1;1,1
2015;670;1,6;1,5;2;50,7;47;71,1;31,6;31,8;31,1;1,6;1,7;1,8
1999;540;1,3;1,2;2,1;42,4;37,9;74,4;29;28,9;29,4;1,5;1,5;1,2
2002;430;0,9;0,9;0,1;31,1;30,5;101,7;33,2;33,4;32,5;0,6;0,7;0
2008;680;;;;;;;;;;1,3;1,2;2,5
1998;550;1,3;1,3;0,3;48,8;48,8;186,7;30,8;30,9;29,6;1,8;1,7;2
1990;320;;;;;;;;;;1;1;1,2
2015;112;1,1;1,1;1,2;32,2;29,7;44;32,4;32,8;31,4;1,1;1,1;1,2
2012;650;1,6;1,6;1,2;50,8;49,4;74,2;30,9;30,8;30,9;1,2;1,1;1,1
1998;112;0,9;0,9;0,9;35;34,2;45,9;30,1;30,6;27,1;1,1;1,2;0,8
2003;422;1;1;0,9;33,8;33,9;35,2;32,6;32,7;31,4;1;1,1;0,6
2022;630;1,7;1,6;2,1;60,6;56,7;82,5;31,4;31,9;29,9;1,5;1,2;2,4
2015;421;1,3;1,4;1;45,2;45,4;47,3;33,3;33,4;32,2;1,3;1,4;0,9
2024;630;1,7;1,5;2,2;56,1;50,2;79,6;31,6;32,2;30,1;1,3;1,4;1,4
1997;422;0,9;0,9;0,6;31,7;31,6;43;31,6;31,8;29,6;0,8;0,8;1,2
1998;421;1;1;1,3;38,7;38,3;45,7;31,6;31,8;30,2;1;1;1,1
2001;522;1,2;1,1;1;43,5;41,4;64,9;29,1;29,9;25,9;1,4;1,3;1
2003;522;1,3;1,2;1,2;44,9;41,1;72;28,8;29,4;27,1;1,2;1;2,1
1992;612;;;;;;;;;;1,4;1,3;2
2017;531;1,3;1,2;1,6;38,4;33,1;47,8;30,1;30,3;29,8;1,3;1,3;1,3
1989;112;;;;;;;;;;0,9;1;0,6
1995;540;1,2;1,1;2,1;40,1;36,3;68,7;28,7;28,4;29,6;1,2;1;2,3
2011;430;1,1;1,2;0,3;35,5;35,7;90,3;32,8;32,6;33,4;1,3;1,6;0,5
2009;330;1,3;1,3;0,1;46,6;44,8;283,6;32,8;32,9;31,9;1,7;1,7;2,5
2000;614;1,3;1,2;1,1;42,6;39,8;108,3;29,6;29,7;29;1,5;1,4;2
1998;613;1,4;1,4;0,1;55,8;58,3;300;29,9;30;29;0,9;0,9;1,5
1992;320;;;;;;;;;;1;1;1
2015;613;1,3;1,2;0,1;52,8;76,2;150,4;28,5;27,6;30,6;0,9;0,8;0,7
2019;630;1,8;1,7;1,9;62,1;59,8;81;31;31,3;29,6;1,6;1,3;3,3
2021;570;;;;;;;;;;0;0;0
2023;570;;;;;;;;;;0;0;0
2016;680;1,3;1,3;1,2;34,5;35,5;30,2;32,7;32,8;32,2;1;1;1,5
2021;424;1,5;1,5;1,9;54,8;50,1;71,1;32;32,6;30,5;1,5;1,4;1,8
2023;424;1,5;1,4;1,8;51,7;47,7;66,9;32,4;33,2;30,4;1,3;1,3;1,2
2005;410;1;1;1,2;38,3;37,1;47,2;31,6;32;29,6;1,1;1;1,6
2001;330;1,3;1,3;0,3;51,5;49,5;230,8;30,8;30,9;30,3;1,1;1,2;1
2009;430;1,1;1,2;0,4;36;37,9;78;33,1;33;33,4;1,4;1,1;1,8
2012;112;1;1;0,9;29,3;28,2;36,3;32,6;33;30,9;1,4;1,3;1,8
2010;622;1,7;1,7;0,4;50,6;51,4;336,6;33,3;33,6;30,4;1,5;1,7;0
2023;112;1,1;1,2;1,1;34,6;33,7;39,1;32,6;32,8;31,6;1,1;1,1;1,3
2014;550;1,5;1,5;1,1;49;46,8;102,6;31,9;32;31,5;1,6;1,8;1,6
2009;513;1,1;1;1,3;37;33,5;48,9;30,5;31,1;29,1;1,2;1,2;1,5
2004;410;1;1;1,2;39;38;45,4;31,7;32;29,8;1,3;1,2;1,4
2021;550;1,3;1,3;0,4;46,1;45,9;81,4;31,9;32;31,1;1,6;1,4;1,2
1996;410;1;0,9;1,6;41,2;38,3;63,8;29,7;29,9;29;1;1;1,2
1990;423;;;;;;;;;;1;0,9;1,7
1989;424;;;;;;;;;;1,1;1;1,9
2022;521;1,4;1,3;1,7;46;39,6;76,5;32,3;33,2;30,5;1,4;1;2,6
2015;212;1,3;1,4;1,1;40,8;42,6;32,9;32,4;32,5;31,8;1,5;1,6;0,8
1993;613;;;;;;;;;;1,8;2;0
1995;660;1,5;1,3;2,2;51,9;46,9;71,4;27,3;27,1;27,7;1,9;1,7;2,5
2004;622;1,1;1,1;1;36,1;36,4;35;32,7;33,3;28,8;1,7;1,6;1,3
2013;513;1,1;1,1;1,2;37,2;35,3;43,4;30,6;31;29,3;1,2;1,2;1,3
2007;560;1,4;1,4;;39,7;38;;31;31,2;29;1,4;1,5;1
1998;630;1,3;1,2;0,9;44,9;44,4;70,3;29,7;29,7;29,6;1,6;1,7;1
1998;650;1,9;1,7;0,3;68,4;64,2;1033,3;29,5;30,1;25,4;2;1,9;1,8
2008;531;1,1;1,1;1,3;35,5;33,7;38,7;29,5;29,8;29,1;1,4;1,3;1,8
2015;570;0;0;;0;0;;;;;0;0;0
2012;630;1,7;1,7;1,8;55,8;54,4;82,2;30,1;30,2;29,8;1,4;1,3;2
2000;531;1,1;1;1,2;37,8;35,6;44;29,2;29,6;28,2;1,1;1,2;1,2
2007;540;1,4;1,3;2;45,3;40,8;66,2;28;27,9;28,2;1,3;1,2;2,1
1989;630;;;;;;;;;;1,5;1,5;2,2
2004;310;1,2;1,1;1,4;40,3;38,2;66,4;31,8;32,5;27,9;1;1;2,4
1992;111;;;;;;;;;;0,8;0,8;0,7
1993;513;;;;;;;;;;1,1;1,1;1,3
2007;660;1,7;1,4;2,4;56,3;44,2;90,5;27,7;27,4;28,2;1,5;1,2;2,1
2011;410;1,2;1,2;1,3;39,5;38,2;46,5;32,4;32,6;31,1;1,3;1,4;1,1
2019;112;1,1;1,2;1,2;35,4;33,4;46,8;32,2;32,7;30,5;1;1,1;0,7
1994;621;;;;;;;;;;1,1;1,1;1,5
2006;211;1,3;1,3;1,4;46,4;45,5;53,4;32,9;33,1;32;1,4;1,4;1,6
1995;560;1,4;1,4;0,1;52,3;52,2;636,4;30,1;30,1;29;1;1;2
2021;650;1,8;1,8;1,3;57,7;57,8;67;31,2;31,7;29,1;1,8;2,1;1,2
2024;112;1;1;1;32,2;30,5;42,2;32,5;32,7;31,8;0,7;0,6;1,4
2002;513;1,1;1;1,2;39,3;36,5;48,7;29,9;30,4;28,6;0,9;0,8;1,3
2022;421;1,4;1,4;1,3;51,2;50,8;57,1;33,3;33,5;32,1;1,4;1,5;1
2018;422;1,4;1,5;0,7;51,1;53;44,7;33,4;33,5;32,7;1,3;1,4;0,9
2005;430;1,1;1,2;0,3;35,7;38,8;43;33,3;33,4;33;1,6;1,8;0,3
1990;111;;;;;;;;;;1;1;0,8
2018;522;1,4;1,2;1,8;45,5;38,2;66,3;30,8;30,8;30,8;1,4;1,3;1,8
2014;570;0;0;;0;0;;;;;0;0;0
1989;232;;;;;;;;;;1,7;1,8;0
1996;430;1,1;1,1;0,4;37,1;38,5;51,5;30,6;30,4;31,6;0,6;0,6;1
2012;424;1,3;1,3;1,6;43,3;39,4;61,2;31,3;31,7;30;1,4;1,3;2,2
1993;570;;;;;;;;;;0;0;
1993;531;;;;;;;;;;0,9;0,8;1,5
1991;540;;;;;;;;;;1,3;1,3;1,7
2024;211;1,5;1,6;1,3;54,2;54,3;54,2;33;33,1;32;1,3;1,3;1,2
2021;231;1,4;1,4;1,6;49;45,9;59,6;30,5;30,6;29,9;1,3;1,3;1,4
2002;220;1,2;1,1;1,6;47,9;45;70;31,2;31,5;29,9;1,5;1,4;1,8
2023;220;1,2;1,2;1,2;42,4;41,4;46;32,2;32,8;30,2;1;1;1
2011;560;1,5;1,5;0,5;40,5;38,2;300;31,4;31,4;31,1;1,8;1,7;1,5
2010;111;1;1;1;28,3;26,3;37,4;31,5;32;30,3;1,1;1;1,3
2003;621;1,2;1,1;2;44,3;40,5;83,5;31,1;31,5;29,5;1,2;1;2,6
2015;531;1,4;1,2;1,7;40,3;34;52,9;30,1;30,2;30,1;1,6;1,4;2,1
2019;614;1,5;1,4;1,8;52,8;47,5;72,7;30;30,3;29,4;1,7;1,4;3,2
2000;212;0,9;0,8;1;32;31,3;39,7;31,3;31,6;29,4;0,7;0,7;1,1
1996;560;1,4;1,4;0;49,7;50;666,7;29,9;29,9;29,5;1,9;1,9;0
1996;660;1,5;1,3;2,2;52,7;47;75,3;27,4;27,4;27,5;1,9;1,6;2,6
2010;211;1,4;1,4;1,5;48,3;47,3;56,5;32,5;32,5;32,3;1,7;1,7;2,4
2014;680;1,3;1,3;1,3;35,9;36,1;34,7;32,6;32,7;31,8;1,3;1,4;0,8
2009;220;1,3;1,3;1,7;46;42,4;66,6;31,6;31,8;31;1,2;1,1;1,4
2000;112;0,9;0,9;0,9;33,1;32,3;41,2;31,1;31,5;28,7;0,7;0,6;1,2
2014;640;1,6;1,4;1,8;50,7;45,4;109,5;29,4;29,8;28,1;1,5;1,7;1,8
1990;570;;;;;;;;;;0;0;
1991;640;;;;;;;;;;1,9;1,8;2,8
